91USER_534554503	雷霆九州
65835	海纳百川
91USER_288232086	桃源仙境
BBTT521520	乾元金光
MILDsEVEN	霹雳霞光
33487796	幽恋蝶谷
91USER_339858205	侠骨柔肠
suyanmei	飞瀑龙池
dengmingyuan	鱼跃龙门
86286727	瑶台仙宫
springwater	左岸花海
DUOKUUSER_4701134	春暖花开
363100890	风雪之巅
wangzhigang	飘渺王城
wlfeiniao380	桃源仙境
61517980	桃源仙境
Lisen777	冲霄云楼
wq100772772	玉幡宝刹
Shirly	云波鬼岭
84395881	飘渺王城
1198802245	雪域冰城
rojan01	玉幡宝刹
kx114205	梦倾天下
239287915	一战成名
91USER_329715953	惊天战神
zt1988_	飘渺王城
91USER_497600681	奇门辉煌
85016336	太华神山
516918155	飞瀑龙池
right1234	桃源仙境
dltj123456	独步天下
7654321qwertyu	玉幡宝刹
91USER_385157586	太极玄天
zg1971zg1	金蛇圣殿
91USER_301283363	东海龙宫
91USER_297600640	峨嵋金顶
41657837	西方灵山
91USER_342990747	日光峡谷
91USER_349805167	凌霜傲雪
ss663	幽恋蝶谷
635396311	傲视群雄
178498744	万里苍穹
178498744	九霄之巅
91USER_438217227	卧虎藏龙
91USER_51759653	云海冰岚
jsszhhb	傲剑凌云
jsszhhb	福地洞天
115594845	霸气纵横
whb838900	万象更新
qq5201315	剑指苍穹
xczyl2545404	普陀梵音
dy8702	桃花仙岛
249068888	问天灵台
waterpunk	裂风峡谷
91USER_365525697	桃源仙境
DragonKing007	金蛇圣殿
heoye	一统江湖
koo789	右道长亭
127539223	仙山云海
ningaiqiao	再续前缘
gkx22999	傲剑凌云
gkx22999	百花仙谷
91USER_377467491	拨云揽月
s894145717	飞龙在天
3584312900307	春风得意
18638101008	盛世欢歌
GGBB555	再续前缘
91USER_368012451	碧海青天
DUOKUUSER_46440016	天之骄子
DUOKUUSER_46440016	菩提众生
91USER_322267325	斩龙神台
100286817	普陀潮音
91USER_249709758	四海之巅
sampklove	云波鬼岭
91USER_309289622	峨嵋金顶
91USER_314193539	东极仙岛
lvjianlan1	傲视群雄
880305	玉幡宝刹
1126shan	启天之路
hys55665200	再续前缘
nw12345	策马江湖
15827600806	北冥佛光
399991	天府之国
89530012	黄金海岸
90017062	普陀潮音
bt1230	右道长亭
rubyjuan11	傲视群雄
91USER_375089878	凌霜傲雪
3GUSER_fec044f315b9ad7c4f0027426b08dc79	一方霸主
zzfchh	问天灵台
w13879896711	永安仙城
360SDKUSER_266694337	华夏战神
jasonlee	桃源仙境
92635380	玉幡宝刹
92635380	风雪之巅
rain888	峨嵋金顶
panyong87	玉幡宝刹
yibianwanqu	永安仙城
SSdiva	问天灵台
115316102	游龙引凤
101305032	仙道独尊
cd836617	裂风峡谷
adamtan991	无极冰原
jing15162	雄霸天下
suyingssyy	天下无双
suyingssyy	玉幡宝刹
xu789987	云波鬼岭
chunlin123	傲视群雄
91USER_243677311	游云惊龙
sun61517980	飘渺仙道
91USER_334879559	重出江湖
91USER_341832104	伏魔幻境
Jiangshuang	鱼跃龙门
91USER_383476254	游云惊龙
171667871	千娇百媚
223731612	重出江湖
PPfish	独霸一方
wangqihuan00	群雄逐鹿
leihuijielove	剑指苍穹
91USER_251374729	斩龙神台
lin2513168	飘渺王城
91USER_297252436	云海冰岚
91USER_324398356	岚境仙音
91USER_356531308	江山如画
122582548	花好月圆
22281113	独步天下
nirui123321	万里苍穹
wangjianjun1123	春风得意
Yfl751108	问鼎江湖
kandds208	蓬莱仙阁
89731103	燃烧圣殿
91USER_311821651	烟雨江南
xiaomeimmmmm	飘渺仙道
laohu1980	春风得意
91USER_227488852	峨嵋金顶
a31667328	北冥佛光
1037598146	蓬莱仙阁
lijing0211	永安仙城
91USER_418402328	镜花水月
91USER_307686682	峨嵋金顶
91USER_335670002	峨嵋金顶
91USER_351286003	壮气凌云
91USER_351286003	日光峡谷
jj512758595	逍遥神殿
479806031	幻灵仙境
zeng88810285	华夏战神
jianying984	万象更新
5262kkk	裂风峡谷
91USER_113378106	东海龙宫
zbb110305	玉幡宝刹
91USER_263307456	六道轮回
360SDKUSER_201485815	仙界至尊
140426143	纵横天下
qq2006622	仙子乱尘
qq85523776	前尘忆梦
jevons172	天上红绯
zht1986	乾元金光
zht1986	独战群神
91USER_320666191	东极仙岛
amao11	右道长亭
leede888	对酒当歌
qq812026698	九霄龙吟
hd17long	启天之路
donglinming520	梦倾天下
gongxiaozhi	半城烟沙
91USER_344764456	伏魔幻境
fuyi1975a	左岸花海
91USER_299038836	云海冰岚
91USER_366014044	碧海青天
91USER_419284082	仙露琼浆
91USER_295157989	太极玄天
91USER_283387704	洪荒古殿
91USER_345774967	风雪之巅
m21097397	笑傲江湖
jootr2007	幽恋蝶谷
91USER_301892405	峨嵋金顶
91USER_320932493	东极仙岛
fq1979	裂风峡谷
442454	霹雳霞光
50524375	笑傲江湖
woaiwojiayuyang	再续前缘
91USER_339545124	六道轮回
yaozi101	独霸一方
limincheng	傲啸封仙
91USER_514637545	狂傲天下
hao640	桃源仙境
xu771127	诸神梦境
509288885	半城烟沙
91USER_298838972	飘渺王城
91USER_140480167	碧海青天
chang3681	独步天下
xczyl1990215	菩提众生
YuLiMing1009	琴瑟和鸣
91USER_264090315	云海冰岚
xzhujie	玉幡宝刹
91USER_295940289	程门立雪
18671377566	上善若水
libie2007	蓬莱仙境
theevilking	蓬莱仙阁
3505831979	雪域冰城
huakaibubai	右道长亭
196464664	只手遮天
91USER_389498455	四海之巅
13523001616	群雄逐鹿
168034380	龙腾虎跃
91USER_311808612	海天佛国
linhs99991	百花仙谷
wsx651713335	万象更新
levis511	再续前缘
91USER_206240647	炼狱绝地
88914332	金蛇圣殿
181078272	右道长亭
91USER_320281242	游云惊龙
lainqx	仙界至尊
luoshen_0229	永安仙城
myheart1314	万象更新
91USER_421771948	轮回之剑
91USER_432625375	天外飞仙
263983977	雪域冰城
wyl7758258	明空梵天
91USER_348150655	飘渺王城
360SDKUSER_240556963	半城烟沙
luweijie123	天下无双
liweiwei19880923	上善若水
652960123	裂风峡谷
91USER_337651951	惊天战神
91USER_340420121	岚境仙音
0806447Q	王者之域
553USER_zjxhzb18	桃源仙境
lzr6398	倾世情缘
kkkkick	雪域冰城
138009608	裂风峡谷
happymo21	风雪之巅
91USER_262677001	桃源仙境
cpecctm	九霄龙吟
lcy123zzzz	春暖花开
momo1207	七宝莲台
feier3303	傲剑凌云
daxiang945	霹雳霞光
91USER_420635875	洪荒古殿
91USER_420635875	鸟语花香
82960094	太华神山
martin423	风雪之巅
85017844	乾元金光
91USER_309121524	峨嵋金顶
91USER_419114200	游云惊龙
ulrica	冲霄云楼
huzheng6906	仙界至尊
dachao888	春风得意
91USER_294243730	千年古城
10536923041	冲霄云楼
127404294	逍遥神殿
91USER_421724831	天长地久
91USER_289175598	千年古城
zhdasd123	蓬莱仙阁
91USER_324395464	东极仙岛
129815628	谁与争锋
129815628	鹏程万里
91USER_304006235	云海冰岚
lirong199246	冲霄云楼
dengkuiwu	雪域冰城
caoguang	独霸一方
78023202	对酒当歌
91USER_391581026	一代天骄
91USER_391581026	碧海青天
91USER_407663725	游云惊龙
lq2013510	飘渺王城
xfjlhb	风雪之巅
105702694	金宫银坊
wei8606	玉幡宝刹
q475189878	北冥佛光
zhuoyisen4	兰若古刹
zhuoyisen4	永安仙城
26332973	永安仙城
91USER_320590418	摘星楼台
SaLLiii	幽恋蝶谷
wsyweisha	右道长亭
Amy0305	玉幡宝刹
shazhouyu	飘渺王城
91USER_338281641	斩龙神台
91USER_338281641	马踏千里
91USER_362316017	壮气凌云
520yunana	桃花仙岛
rainy0324	飞瀑龙池
91USER_297908309	侠骨柔肠
91USER_304218987	仙山楼阁
xie790229	黄金海岸
91USER_278626190	摘星楼台
13439115678	独步天下
91USER_425628257	程门立雪
ben171584029	龙争虎斗
huapanwei	蓬莱仙阁
103752564	万佛朝宗
91USER_325667829	摘星楼台
210664644	淡酒如歌
60982902	峨嵋金顶
60982902	巍巍昆仑
60982902	普陀潮音
60982902	狂龙魔窟
60982902	玉幡宝刹
60982902	问天灵台
91USER_180337597	福地洞天
13757677463	仙界至尊
13757677463	雄霸天下
91USER_360811281	壮气凌云
144545580	霸气纵横
huangdi923	左岸花海
91USER_445157289	剑舞香江
91USER_304187021	云海冰岚
91USER_304187021	福地洞天
cr1206	玉幡宝刹
91USER_207732249	惊天战神
Yizuolin	左岸花海
91USER_360916145	一代天骄
223361	独霸一方
hlp531280	仙界至尊
1369619999	傲啸封仙
89258124	蓬莱仙阁
348148500	雪域冰城
91USER_338471065	狂龙魔窟
sh312592396	龙隐幽谷
91USER_271781333	凌霜傲雪
91USER_322405428	鸟语花香
tangmddd	雪域冰城
13802321894qqq	龙争虎斗
123xujie	玉幡宝刹
.145676462	笑傲江湖
.145676462	黄金海岸
91USER_811730151	天外飞仙
91USER_811730151	洪荒古殿
91348124	千秋北斗
91USER_345468713	太极玄天
169109649	龙腾虎跃
zippoboy1	琼楼金阙
91USER_388539848	轮回之剑
sfwenjian	飞瀑龙池
312257507	雪域冰城
91USER_319117674	侠骨柔肠
91USER_320241800	百花深谷
akhui7053	玉幡宝刹
168376644	千秋北斗
wyx1015	春暖花开
91USER_399698861	桃李春风
linhan1100	破晓之穹
91USER_303001729	岚境仙音
360SDKUSER_194348441	北冥佛光
wangxian1688	北冥佛光
wzhwzh	独霸一方
dyc1234	对酒当歌
91USER_315465990	金霞玉鼎
keke1231	纵横天下
715138678	裂风峡谷
pp83100111	蓬莱仙境
zhenflin	幽恋蝶谷
91USER_256874663	千年古城
89665163	黄金海岸
liwen0705	右道长亭
a91855528	幻灵仙境
13541582667	兰若古刹
wangqi0808	国色天香
91USER_267622990	洪荒古殿
91USER_300323214	云海冰岚
yuying888888	七宝莲台
91USER_326216060	惊天战神
91USER_322157395	斩龙神台
91USER_325887405	岚境仙音
mutongchunse	右道长亭
91USER_398261228	桃李春风
91USER_398261228	鸟语花香
a18666082591	桃源仙境
113956789	遨游四海
baipeng119	独步天下
13873599998	鱼跃龙门
554506276	幽恋蝶谷
91USER_302049755	福地洞天
1821364746	无极冰原
19830608	北冥佛光
91USER_354986619	江山如画
Bonnie040848	启天之路
Bonnie040848	月满乾坤
Bonnie040848	盛世欢歌
laoying878	雪域冰城
zhangyun7579	王者之域
ying005	右道长亭
skeezy	傲视群雄
18502902526	龙翔凤舞
qd8331	对酒当歌
987999919	一统天下
91USER_302000688	桃源仙境
flynature	左岸花海
xiaoxigua007	天下无双
91USER_359870339	云海冰岚
91USER_396983339	洪荒古殿
91USER_406352040	天魔神谭
anlovesy	明空梵天
flynaturele	左岸花海
melody_fung1	飞龙在天
91USER_364496505	仗剑天涯
l622202071100	万象更新
GGBB3	再续前缘
673580377	蓬莱仙境
yp_211	玉幡宝刹
fan66600888	幽恋蝶谷
7922202	玉幡宝刹
q117829532	独步天下
379760938	霹雳霞光
af19890819	春风得意
91USER_399014351	桃李春风
91USER_399014351	洪荒古殿
woaiyangdj	雪域冰城
91USER_308485945	峨嵋金顶
771211	风雪之巅
91USER_343385311	伏魔幻境
91USER_343385311	卧虎藏龙
bai011211	独步天下
DUOKUUSER_478392149	落霞水榭
91153069	鹊桥仙境
91USER_326282377	惊天战神
6678781	北冥佛光
91USER_379709649	凌霜傲雪
daisynana	兰若古刹
DUOKUUSER_h614352710	琴瑟和鸣
100680750	遨游四海
chio32	千年古城
120521697	游龙引凤
cxoptical	永安仙城
91USER_310769030	卧虎藏龙
91USER_228362369	神魂不灭
nicky87777	千年古城
Michaelqwe	右道长亭
ttoonnii	倾世情缘
91USER_111551290	太华神山
zhihong75	玉幡宝刹
360SDKUSER_186438108	王者之域
91USER_858751831	狂龙魔窟
13690000800	独霸一方
127741028	通天浮屠
z9531306	七宝莲台
Jaek520	天下无双
wu90912005	修罗转生
qinzhiyi888888	天下无双
192488183	龙腾虎跃
91USER_216780496	飘渺王城
91USER_256222933	云海冰岚
91USER_256222933	金霞玉鼎
dawei1616	白露横江
91USER_374299725	碧海青天
15051778448	海纳百川
91USER_298613938	东海龙宫
91USER_320504739	江山如画
126186283	通天浮屠
91USER_297712198	六道轮回
ghxayy	雄霸天下
ziyan119	飞龙在天
zmwz123456789	再续前缘
88598839	乾元金光
LRQly2283094	云波鬼岭
360SDKUSER_215307757	问鼎江湖
yu368289310	问天灵台
91USER_304209189	无极冰原
91USER_249839830	岚境仙音
91USER_249839830	摘星楼台
yan2012111	云波鬼岭
129Coco	玉幡宝刹
bzbjyglygq	天下无双
sini9857	权倾皇朝
465777698	七宝莲台
91753762	王者之域
91USER_343468196	伏魔幻境
HUchenglin	兰若古刹
donnyz1234	九霄龙吟
suminaa	飞龙在天
zhruhan520	梦倾天下
cherrybaby	西方灵山
91USER_337292112	伏魔幻境
a123001684	天下无双
lx123321	王者之域
xyk931	傲剑凌云
555ffgg	左岸花海
Fenny1016	笑傲江湖
z21nana	对酒当歌
xiayun7274	盛世欢歌
91USER_303459057	云海冰岚
wl13658656723	玉幡宝刹
sd3066758	九霄龙吟
macgame	仙子乱尘
t7276267	梦倾天下
91USER_275198911	炼狱绝地
91USER_309302848	摘星楼台
91USER_366680763	碧海青天
yueyilhy986813	再续前缘
91USER_290966065	福地洞天
91USER_346884870	六道轮回
q815032389	九霄龙吟
ikissyou3344	仙子乱尘
dajun13605476777	白露横江
c609196886	菩提众生
a349211797	天下无双
236841634	奇门辉煌
lxiang910715	普陀梵音
91USER_158804621	鸟语花香
natou2008	裂风峡谷
360SDKUSER_157844262	百花仙谷
128881196	逍遥神殿
1255658447636	龙翔凤舞
buyaodata1234567890	笑傲江湖
yniwfn4	独步天下
ljl0005	飞龙在天
x5005x	飞龙在天
gamebauty	金蛇圣殿
DUOKUUSER_hzruntu1	落霞水榭
91USER_446539171	漫天花雨
93723272	风雪之巅
2227502	似水流年
2227502	龙翔凤舞
100135733	左岸花海
91USER_136775402	无极冰原
dxl850501	西方灵山
91USER_291554208	幽灵山庄
fuckcnc2	前尘忆梦
91USER_297267109	六道轮回
117842188	九霄之巅
bs10816330	右道长亭
rongyue8787	蓬莱仙阁
91USER_405580491	琼华烬染
pla599437	群雄逐鹿
98539861	瀛台仙山
selina3	百花仙谷
Melody11	幽恋蝶谷
61580213	霹雳霞光
360SDKUSER_269888727	春暖花开
91USER_262449580	飘渺王城
143346486	飘渺王城
91USER_142772127	金霞玉鼎
cisco80com	左岸花海
91USER_293911078	千年古城
91USER_293911078	重出江湖
91USER_287092013	千年古城
91USER_305030712	福地洞天
jxrjzb	裂风峡谷
wxsr01	殇城之巅
mrzhang1985	白露横江
71549614	崆峒灵宝
91USER_150269331	百花深谷
tattin1025	千年古城
kurione19860223	幽恋蝶谷
aixiaojiu200	蓬莱仙阁
tzp19911129	乾元金光
angelinehzy	左岸花海
angelinehzy	白露横江
zhaomin624	左岸花海
91USER_327772863	惊天战神
811322414	百花仙谷
91USER_405526216	凌霜傲雪
wangqiuqi888	琴瑟和鸣
qwertyuiopl	云波鬼岭
91USER_312434818	天外飞仙
91USER_374036167	凌霜傲雪
qq422609504	兰若古刹
a7551270	飞瀑龙池
69496573	桃源仙境
ruirui1129	春风得意
ruirui1129	永安仙城
yunyun358	九霄龙吟
7388598	群雄逐鹿
91USER_293920945	飘渺王城
lxy45180011	玉幡宝刹
jcvhello	太华神山
91USER_265233464	天涯海角
91USER_265233464	金霞玉鼎
killersN	白露横江
joannaci	九霄龙吟
joannaci	倾世情缘
91USER_447192405	侠骨柔情
xcat1984	桃源仙境
91USER_368067951	游云惊龙
nihao12341234	春风得意
91USER_349773975	游云惊龙
linhui1314	桃源仙境
91USER_297155598	桃源仙境
91USER_306598117	岭南豪侠
165020920	逆转乾坤
91USER_393552766	壮气凌云
87931800	千年古城
netspot	七宝莲台
wanningcui	幽恋蝶谷
wangxian2000	春风得意
204378139	一战倾城
AlremD	风雪之巅
91USER_175328875	无极冰原
totem1234	右道长亭
crj2012	永安仙城
crj2012	裂风峡谷
gdkycpa	对酒当歌
mark111	玉幡宝刹
qq894524538	天下无双
kinglvj	玉幡宝刹
clz1688	问天灵台
3141410	玉幡宝刹
yuyang888520	独步天下
201314mori	问鼎江湖
nico200	倾世情缘
nico200	梦倾天下
91USER_391736628	卧虎藏龙
6517105429	仙子乱尘
pwfdfjtnmqj2	普陀梵音
DUOKUUSER_Lvyumin506	半城烟沙
wjl201958	九霄龙吟
91USER_339556955	飘渺王城
xiaozu5555	幽恋蝶谷
91USER_447733726	天涯海角
229550790	侠骨柔情
118195407	逆转乾坤
91USER_336247864	岚境仙音
219071508	浩瀚乾坤
91USER_302031394	无极冰原
qq29739315	雪域冰城
74304803	紫阳青峰
74304803	鹊桥仙境
ly000023	玉幡宝刹
91USER_421041045	天外飞仙
gaihangyu66788	前尘忆梦
90game	上善若水
91USER_196249605	斩龙神台
jiutian-2012	西方灵山
91USER_204974671	神魂不灭
91USER_375754195	飘渺王城
cftaifhY	独霸一方
91USER_419317178	游云惊龙
ami777	蓬莱仙境
songzhi119	飘渺王城
yanyanbj	玉幡宝刹
91USER_402239979	海天佛国
191238829	千秋北斗
app0919	兰若古刹
91USER_312499660	海天佛国
160071152	唯我独尊
13029997771	海纳百川
12113290	桃花仙岛
liulixing110	黄金海岸
104345291	瀛台仙山
qyn12345	飞龙在天
zhhen380	海纳百川
7672919	独战群神
91USER_368374284	仙岛秘境
91USER_419891554	天外飞仙
yc6332336	蓬莱仙阁
wq6217706	玉幡宝刹
91USER_327599522	惊天战神
140074445	纵横天下
360SDKUSER_199596985	北冥佛光
91USER_227571663	无极冰原
309312408	桃源仙境
QWERTYUI	福地洞天
175358382	江山美人
congua	峨嵋金顶
91USER_310285793	金霞玉鼎
ted021	独霸一方
91USER_381971066	游云惊龙
zhoujie158	诸神梦境
niexiaoqian	雄霸天下
91USER_364444128	江山如画
f5083560	春风得意
360SDKUSER_279390359	落霞水榭
xswtsy2	风雪之巅
85512391	千年古城
91USER_305322153	日光峡谷
madanhanbo	霹雳霞光
DUOKUUSER_czk01	一方霸主
water216	左岸花海
15518809jj	明空梵天
759361580	仙界至尊
q121176361	启天之路
syqpc	玉幡宝刹
360SDKUSER_263384597	莫问今朝
a1010s739r	风雪之巅
356197717	对酒当歌
657587227	春风得意
ljfshiwo22	万象更新
zhaobing5521	万里苍穹
eikochi	菩提众生
b5625077	玉幡宝刹
91USER_688023085	狂龙魔窟
25282950	遨游四海
91USER_325638000	日光峡谷
550813605	盛世欢歌
dawnskey	玉幡宝刹
lunaweng	无极冰原
91USER_393154987	江山如画
zhanghao9111	前尘忆梦
91USER_431992068	无极冰原
91USER_310774055	峨嵋金顶
liuyufeng4321	梦倾天下
91USER_116670614	百花深谷
91USER_348283189	岚境仙音
13570053553	天下无双
185304881091	梦倾天下
asdf022745	群雄逐鹿
xbx527	剑指苍穹
xbx527	洪武大帝
pig19830606	盛世欢歌
yw58560001	仙子乱尘
91USER_304668420	千年古城
91USER_348196827	斩龙神台
161943692	九仙揽月
161943692	唯我独尊
110109198307010313	对酒当歌
yut123123123	天下无双
90292204	黄金海岸
930503	勇者无敌
91USER_369951975	侠骨柔肠
360SDKUSER_82658131	海纳百川
193898817	瑶林琼树
wei13660860630	华夏战神
573796012	蓬莱仙境
wenwu0629	前尘忆梦
13577223555	玉幡宝刹
zhengcheng199188	霹雳霞光
lyl9374	霹雳霞光
91USER_420493536	轮回之剑
qq363033715	飞龙在天
378857053	云游魂境
DUOKUUSER_hzruntudk1	威震寰宇
91USER_364089777	江山如画
127060067	叱咤风云
siruili	右道长亭
asiaasia	笑傲江湖
91USER_415122835	洪荒古殿
DUOKUUSER_hzqx	群雄逐鹿
90040715	黄金海岸
julv22	独战群神
lkepftih775885	一统江湖
lkepftih775885	金蛇圣殿
lizhuoyang	春风得意
244516277	玄仙传奇
91USER_293918470	天上人间
jerry3766	云波鬼岭
linsen9981	琼楼金阙
f2fih	春风得意
niao19890727	蓬莱仙阁
xujun1234	玉幡宝刹
91USER_439626775	天外飞仙
